user,location,tweet
shannonals,Minnesota,@Patrick58899743 @CNN They shouldn't expect much because red state senators denied aid to other states...until they needed it.  Biden isn't as petty as Rand Paul who has had to kiss butt after his request for aid after denying others the same thing https://t.co/zYk3X4R1WK
Jamesw74,"Greensboro, NC",Biden spending bill's proposed cuts to hospital funding draw scrutiny https://t.co/rRA9YceK0w #FoxBusiness
OhioPoliticsNow,"Columbus, Ohio","Small group of GOP lawmakers, mapmakers controlled congressional line-drawing, depositions show https://t.co/ALMIkW4fQa"
TruthBlueIn,USA ,Jan. 6 Organizers Naming Names: Turning It All Over The pair bonded at 2012 GOP Nat Convention had been working for Bannon since 2014 reporting directly to him making mischief headlines on “special projects” for his Breitbart site. #Fresh https://t.co/rqV0RqvcpT via @RollingStone
balance_due,"Seattle, USA","""Powerpoint Coup Plot”: Explosive Evidence #convict the #criminals in #business suits #Trump Top Aide #doj where u at ? https://t.co/UiGPuLv8lG"
fancynancysays,New York,Cheney reveals multiple Fox News hosts texted Meadows Jan. 6 - CNN Politics https://t.co/a7ZqqWePSb
MindaSueC,"Minneapolis, MN","@Santos4Congress Step 1) buy ridiculously inefficient car.
Step 2) choose to drive this car even when transit is available
Step 3) complain about how much you spend on gas in a tweet.
Step 4) get mocked by the people of the internet. 
Is this how one does politics?"
d_gasser,"Southern California, USA","@TheRickWilson Alternatively, they understand very well that for a couple generations “conservatism” just means white supremacy and other grievance politics in service to plutocracy."
TheyCallMeSoop,"Baltimore, MD","Cause that's what it's actually supposed to do under the U.S. Constitution...not issue indiscriminate, financial welfare as it has been.

#UpsideDown

https://t.co/nDvCA6qXKM"
KristenEskow,"Indianapolis, IN","As inflation rates reach a near 40-year high, many small business owners across Indiana have had to raise prices on at least some of their products due to higher costs. I asked experts how this could impact the state’s economy: https://t.co/s7uQx6QvUp @CBS4Indy @FOX59"
LHofffman,"Sparks, NV",@mild7 @robert_kroupa @sandibachom Waiting patiently for the day that Tucker himself is found to be a pedophile.  If I’ve learned anything the past 5 years watching politics closely is that EVERYTHING that the republicans label the Dems of being or doing is almost certainly a projection of themselves.
RobertGavinTU,"Albany, NY","If politics and emotion were taken out of the equation, is there a single county in NY not abiding by the mask mandate?
#MaskMandate"
frankcjames,"Leawood, KS","What a spineless and ineffective individual. Only outdone by his boss. Everyone knew what was going on, and TFG just didn’t give a shit. Not sure what else folks need to see to realize what this was. Infuriating.  https://t.co/sGto8bx9lO"
CCgunnells,"Prescott, AZ","They are naming names and supplying documents and text messages. 
Hello, Gosar. 
https://t.co/WNArrbHtaf
DECEMBER 13, 2021 9:59PM ET"
SarahLarchmont,"Sewickley, PA","@LeonaLioness6 And some “resisters” are bullies. 
And some are trolls. They are not here for politics. They are parasites."
SecularJames,"California, USA",".@RandPaul 

Check out NowThis Politics's video! #TikTok https://t.co/oxwumGHYPh"
Carouse,Toronto,"Old school journalism shedding light on America at the moment.

https://t.co/gJIk62iOnU"
itsstevenhudson,Central Ohio,Chris Wallace leaves Fox News for a CNN streaming show: ‘I’m ready for a new adventure’ https://t.co/sXfjxjPUqg
auntyfudge,Australia,"One of the boys, perhaps, but it's women who hold the keys to the Lodge for Morrison https://t.co/ZJTPhOxsFz via @InQldMedia"
Joe_Daddy_,SE Tennessee,@EvanPrinciple I always vote. But it’s been like the lesser of two evils. People who play party over individual have helped ruined politics. It’s played like a damn team sport now. That was never the intent. TERM LIMITS!!!
soma77,"Sparks, Nevada","Poll: 71 percent support Biden's omicron travel ban https://t.co/QTo5e8TZ12 Biden is stopping covid, but Republicans keep blocking him so covid increases"
memeorandum,United States,"Fox News hosts texted Meadows on Jan. 6 saying Trump needed to call off rioters, House panel says (@dartdclark / NBC News)

https://t.co/7WkRmPh1HW
https://t.co/qxEMh2rjkg"
drpatfarrell,United States,Air Force discharges 27 troops for refusing Covid-19 vaccine - CNN https://t.co/01bNvD2fRw #news #feedly
SenatorCancun,Cancun,"@GOP NOTHING beats GOP’s Insurrection of 1-6-2021! They attacked their OWN Country!

'It has gone too far': Listen to Cheney read out texts Trump Jr., Hannity and Ingraham sent to Meadows on Jan. 6 https://t.co/NtU770rUO3"
PhuckHueTwitta,Seattle ,"Politics aside, I'd like to wish you and yours the very best for Christmas and the New Year. 
May not know each other personally but, I still care about others, no matter what.
So, nothing but goodness, to you. 
Merry Christmas."
SenatorCancun,Cancun,"@GOP NOTHING beats GOP’s Insurrection of 1-6-2021! They attacked their OWN Country!

'It has gone too far': Listen to Cheney read out texts Trump Jr., Hannity and Ingraham sent to Meadows on Jan. 6 https://t.co/NtU770rUO3"
babbs50,USA,Biden spending bill's proposed cuts to hospital funding draw scrutiny https://t.co/bumZwcMz7N #FoxBusiness
Suarez_CM,"Richmond, VA","""The governor’s office and Burhop confirmed that the state has received a ransom note, but did not specify its contents.""

https://t.co/ady3JhXno2"
PEEOTUS8,"San Diego, CA","@JRubinBlogger @RepLizCheney I remember Biden commenting on what DoJ should do as if it were just a few weeks ago...it did not go over too well...
https://t.co/Nb8rQvDFTz"
mferreriptbokaw,Canada,I was blown away by 8yr old @AsariaRayn he is a prodigy. I look forward to working with him to engage more people in politics!
YoungAndreaM,"Edmonds, WA","Two Jan. 6 Ellipse Rally Organizers Are Coming Forward, Naming Names  https://t.co/n9POmri7vt"
SenatorCancun,Cancun,"@GOPChairwoman NOTHING beats GOP’s Insurrection of 1-6-2021! They attacked their OWN Country!

'It has gone too far': Listen to Cheney read out texts Trump Jr., Hannity and Ingraham sent to Meadows on Jan. 6 https://t.co/NtU770rUO3"
SenatorCancun,Cancun,"@GOPChairwoman NOTHING beats GOP’s Insurrection of 1-6-2021! They attacked their OWN Country!

'It has gone too far': Listen to Cheney read out texts Trump Jr., Hannity and Ingraham sent to Meadows on Jan. 6 https://t.co/NtU770rUO3"
krqe,"Albuquerque, New Mexico",City asks public how bond money should be spent https://t.co/9iWJthXnZX
SenatorCancun,Cancun,"@GOPChairwoman NOTHING beats GOP’s Insurrection of 1-6-2021! They attacked their OWN Country!

'It has gone too far': Listen to Cheney read out texts Trump Jr., Hannity and Ingraham sent to Meadows on Jan. 6 https://t.co/NtU770rUO3"
SenatorCancun,Cancun,"@TheOrdonezTimes @GOPChairwoman NOTHING beats GOP’s Insurrection of 1-6-2021! They attacked their OWN Country!

'It has gone too far': Listen to Cheney read out texts Trump Jr., Hannity and Ingraham sent to Meadows on Jan. 6 https://t.co/NtU770rUO3"
str82myplace,"Lansing, Il",@Politics_PR @TrotDarrow whats wrong with them? it should be the front page of all media through next year.
marciarusso,United States,Mark Meadows Said the National Guard Would Be Ready on Jan. 6 … to Protect Trump Supporters https://t.co/9lwSvoBCZu via @RollingStone
azcentral,"Phoenix, AZ",White House wanted to talk to Attorney General Mark Brnovich after Trump's Arizona defeat https://t.co/LlcoDvcsuN
SenatorCancun,Cancun,"@GOPChairwoman NOTHING beats GOP’s Insurrection of 1-6-2021! They attacked their OWN Country!

'It has gone too far': Listen to Cheney read out texts Trump Jr., Hannity and Ingraham sent to Meadows on Jan. 6 https://t.co/NtU770rUO3"
ron_lyons,Seattle,"Remember when a church was a place to take a nap, wake up in time to sing Amazing Grace (off-tune and loudly), thank the Pastor for an amazing teaching, eat cookies and drink some unsweetened kool-aid. We never talked politics…we talked about so and so’s wild kid. No gossip…"
JESUSFREAK_USA,United States of America,"I rather tweet about NFTs and Bitcoin and food and animals and charity and stuff like that. Politics is boring. No intellectual honesty whatsoever. 

I prefer art! 🎨"
mariehm57,"brunswick, ga",@joncoopertweets Don’t need em if I lose them .. I don’t talk politics to anyone I know is a trump supporter because they don’t listen including my own brother !
SenatorCancun,Cancun,"@GOPChairwoman NOTHING beats GOP’s Insurrection of 1-6-2021! They attacked their OWN Country!

'It has gone too far': Listen to Cheney read out texts Trump Jr., Hannity and Ingraham sent to Meadows on Jan. 6 https://t.co/NtU770rUO3"
CoastalGun,USA,"@thereidout @JoyAnnReid @MSNBC I’ve heard you’re a really nice person minus politics. But damn, stop with the racial bullsh1t."
SenatorCancun,Cancun,"@GOPChairwoman @JoeBiden @POTUS NOTHING beats GOP’s Insurrection of 1-6-2021! They attacked their OWN Country!

'It has gone too far': Listen to Cheney read out texts Trump Jr., Hannity and Ingraham sent to Meadows on Jan. 6 https://t.co/NtU770rUO3"
VoteOurVoice,"Washington, DC","Inflationary Wave Changes Political Terrain for Right-Wing Populists.https://t.co/TBze7kyRyA, #wearedemocracy, #protest, #uspolitics, #democrat, #republican, #Politics, #MakePoliticiansAccountable, #PoliticalTransperancy, #PoliticalPerformance, #RateMyPolitician, #democracynow,"
SenatorCancun,Cancun,"@RandPaul @GOPChairwoman NOTHING beats GOP’s Insurrection of 1-6-2021! They attacked their OWN Country!

'It has gone too far': Listen to Cheney read out texts Trump Jr., Hannity and Ingraham sent to Meadows on Jan. 6 https://t.co/NtU770rUO3"
jburnford,Saskatoon/Treaty 6,"""While researchers scramble to determine the severity of this variant, Tam said provinces must urgently roll out booster shots to protect older and vulnerable Canadians."" @SaskHealth @PremierScottMoe @SKGov
https://t.co/0KvVgK5YR5"
SenatorCancun,Cancun,"@GOPChairwoman NOTHING beats GOP’s Insurrection of 1-6-2021! They attacked their OWN Country!

'It has gone too far': Listen to Cheney read out texts Trump Jr., Hannity and Ingraham sent to Meadows on Jan. 6 https://t.co/NtU770rUO3"
JamesCo39459745,United States,Navy Officer Fired over Refusal to Get Vaccine or Be Tested https://t.co/jCGhHuBN5n
NancOakley,Canada,"@LooTina True, although given legitimate concerns with revisionist history and the politics of erasure, it might be better said that the primary job of a historian is first to write history, and then, perhaps, to revise it."
Ingvald1,Chicago,Analysis | The juicy Mark Meadows texts Liz Cheney just disclosed #TrumpsFailedCoup https://t.co/7dQgz47Lvl
SenatorCancun,Cancun,"@GOPChairwoman NOTHING beats GOP’s Insurrection of 1-6-2021! They attacked their OWN Country!

'It has gone too far': Listen to Cheney read out texts Trump Jr., Hannity and Ingraham sent to Meadows on Jan. 6 https://t.co/NtU770rUO3"
SenatorCancun,Cancun,"@GOPChairwoman NOTHING beats GOP’s Insurrection of 1-6-2021! They attacked their OWN Country!

'It has gone too far': Listen to Cheney read out texts Trump Jr., Hannity and Ingraham sent to Meadows on Jan. 6 https://t.co/NtU770rUO3"
WysockiRichard,"Fort Washington, PA","https://t.co/G8JLgn7Yat

pretty much proves ⁦@FoxNews⁩ ⁦@FOX29philly⁩  is no real “News” organization.  They are political puppets on TV"
AishaDaughter,Nubia,"Even if one can argue that western white attitudes to Africa and African people have changed (which isn't true), the legacies of colonialism  and slavery(in the case of Diasporic Africans) live on in our mind, economy, politics, education etc. So it makes no difference."
JamesGlenFord3,"Joplin, MO","Mark Meadows said National Guard would be ready to 'protect pro Trump people' before Capitol insurrection, House investigators say - ⁦@CNNPolitics⁩  https://t.co/9kOjjE2gqX"
soma77,"Sparks, Nevada","House January 6 committee members were dripping with disdain for Mark Meadows' new book https://t.co/1ILRzLrX0B Meadows tells the truth for money, but refuses to appear to tell the truth for USA. He is a coward and traitor that should be investigated, tried and jailed"
ThomasKirven1,"Houston, TX","@RealSkyWatcher He’s a visionary but foremost he’s an engineer. We can only hope for more people like him in other fields: politics, economics, biology, anything. People who actually get shit done for the good of humanity."
Dmarlanawilson,KANSAS ,"Progressive Army vet, congressional candidate stripped in anti-war burlesque show

https://t.co/EOb4FzLDTp"
Shell56213770,United States,"To let one man pretend tobe king, create chaos doing so, what is the Nation todo?
https://t.co/9vvyQypNcD"
NickBaumann,"Washington, DC","@daveweigel @tomscocca The especially relevant part of the  parallel is using politics to adjust the supposedly ""iron rules"" of capitalism. The Wall Street guys inevitably think they run the world right up to the moment Hank Paulson is on his knees begging Nancy Pelosi to save the economy."
lavika,California,"British voters, and even some MPs, are barely aware of the deep influence of these thinktanks -- 
How the right’s radical thinktanks reshaped the Conservative party https://t.co/zdQDHTMPFj"
BRedstate,"Dallas, TX","Low level dbags abandoned by trump &amp; his fellow coupsters 
#TrumpCoupAttempt 
 https://t.co/WcSpOvKy3s"
drpatfarrell,United States,Jan. 6 committee recommends Mark Meadows face contempt charge - NBC News https://t.co/XxzWq2yxRh #news #feedly
mclaughlin_levi,"Raleigh, North Carolina",Fascinating report on intersections of Hindu practices and Nepali / Indian politics under Covid-19: https://t.co/tRkcLSbnmW
StellaHaley20,MONTREAL ,"Fox News Hosts, Don Jr. Pleaded With Mark Meadows to Get Trump to Call Off Insurrection: Jan. 6 Committee https://t.co/MDzvxspt0A via @RollingStone"
mcanon18,Loveland CO,"@briebriejoy @LemLemanski You have to ask yourself, how can a politician have been in politics as long as Biden and still be so stupid about basic politics? It can only be blind corruption at work."
TrumpWatch,"Washington, DC USA",Judge refuses to toss key charge in Capitol riot case  https://t.co/FkJaLaYeXX
Stellablue9,AZ/NY,"I think Liz Cheney is the  bravest,  most courageous person we have in politics today. Presidential for sure. I feel she would and could stand up to anyone who might try to disrupt our  Democracy. TFG will try to take her down. Will he succeed?"
cl3v3rk1d,Etats-Unis,"@amay206 Eee emails. Did you ever get into Homestar Runner? That’s the ref. I fucking miss my friend Danger, he introduced me to the site. But also, this Jan.6 trial has been getting so much airtime. I haven’t been binging on news or politics lately."
drpatfarrell,United States,"Analysis: Covid-19 milestones: 800,000 deaths, 50 million infections, 1 year of vaccines https://t.co/CAQyYkEuNU #news #feedly"
mkcarterlinde,NJ,"@JHokieC3 @NJGOP @RepSherrill @GovMurphy I don't think you are really interested in honesty about the numbers you are spouting off, but in case you are...https://t.co/tCa1rxbzNT"
Canadian_logic_,Canada,"@realDailyWire hmm why did republicans vote against a Jan 6th investigation????

#LawAndOrderConservatives????
https://t.co/EVwUyqJorD"
wwwcreatespace,usa,"""Powerpoint Coup Plot”: Explosive Evidence Revealed From Trump’s Top Aide https://t.co/CcGMqJrs3L Trump has incited millions of ignorant, weak minded Americans to move against their own government. That cock sucker should be in prison by now."
RoknSpock,Las Vegas,"@Tx123H He showed America just how easy it is to run this government when you aren't worried about politics, boosters and special interests."
CathJSweeney,"Oklahoma City, OK",@Hi_Dr_Nick “It’s not unexpected that there should be tornado activity in western Kentucky .. the region from the Appalachian Mountains to the Rockies has seen thousands of recorded tornadoes.” https://t.co/R53biyHNOL
chuha,"boulder, co",@BusinessNMedia @Matthew__Andrus @koning_rogier @Lifelibertyguy @Leftist412 Are you familiar with the filibuster? It’s in the news all the time. Read about it and see if that doesn’t explain how powerful the opposition party is (especially when they put politics ahead of governance).
VitamnZebra,Philadelphia,@_Kinimaka_ @IvoryCrickett @libsoftiktok Rapid fire tweeting me and never reading my replies would help you. Facts don't care about your feelings. Maybe slow down the identity politics?
Jones_Brandon08,"Tennessee, USA","@galu822 @Sadatay_Allday @BnejiBneji5 @CalledArcher @biggestjoel We control both by a slim majority, and our senate majority is only because of moderate dems who represent red districts those red districts don't want to pass the legislation so they don't. Politics is really easy when you stop thinking everyone is out to get you :("
itmustbedry,"California, USA",@banditqueenoc @inminivanhell @pylusd It is a disgrace that they do not care about student and staff safety. Continuing to fight mask and vaccine mandates is a totally stupid hill to die on. They have chosen politics over what’s the right thing to do.
soma77,"Sparks, Nevada","Pennsylvania GOP Senate votes to bar school children from COVID-19 requirement https://t.co/NJZvClSTpb Republicans ignored covid called it a hoax and after letting 800,000 Americans die pushing no masks and no vaccines now they push for our children to get covid and some will die"
KNassre,"Pittsburgh, Pennsylvania","@DJDHode @ppm1214 D) Low information voters are more susceptible to propaganda of any kind (i.e. FAUX news). That category applies to many WWC or Latino voters who don't normally vote or tune in to politics, but briefly did in 2020."
TheDickManMojo,"Tennessee, USA","Patrick Byrne Declares JOHN BRENNAN Behind Corruption In US Government

https://t.co/7KbS9V5IPY"
JasonMBrodsky,"Washington, DC","""U.S. officials say that they do not believe an attack is imminent and that they think Mr. Bennett, in so publicly preparing for military action, may be seeking far tougher terms in an ultimate deal between #Iran and the West."" 1/3

https://t.co/tGAHuG2QOJ"
mytruth4sure,"North Carolina, USA","@nasr_555 He is a journalist who has never let his personal politics interfere in his reporting. Glad he got away from @Fox which has nothing to do with news but more to do with The National Enquirer type of rag reporting. Lies, sex and videotapes?"
SPECNews1HV,Hudson Valley,Assembly Majority Leader Crystal People-Stokes told Capital Tonight that she is focused on accountability in education and distribution of environmental justice resources. https://t.co/8OQEP26ScL
PCGreenville,"Greenville, SC","Spartanburg Mayor Junie White, who is retiring from public office after 12 years as mayor, was presented with the Order of the Palmetto Monday night.

https://t.co/ab2K6LOlcF"
susandagostino6,"Westchester County, New York","ICYMI… Jan. 6 planners cooperate with the House Committee and name White House staff and GOP members Greene, Boebert, Gosar, Biggs, Brooks, Cawthorn, and Gohmert in the planning of the Capitol attack. ⁦@duty2warn⁩ ⁦@robreiner⁩ ⁦@sandibachom https://t.co/SAz9qC8X4B"
TxsleuthUSA,Texas,"Laura Ingraham is quoting, favorably, Colorado's Governor Polis b/c he's saying the emergency is over and so no one should tell others to wear masks, etc. 

That was paraphrased by me.  
An article I read tonight at The Atlantic
https://t.co/vPNXgJXB2v"
R1ngBanana,"Calgary, AB","7- Favorite thing about streaming? 

Chatting with chat about topics like #Mentalhealth #makeup #politics and tier lists. Also all the amazing people I’ve met through @Its_James_Dean &amp; @OminousDrones 

#twitch #twitchstreamer #twitchtv #networking"
BarristersHorse,Lincolnshire,"14. They will also face the humiliation of the Labour Party capitalising on its own decision to back the government &amp; will taunt the rebels for it in the Commons.

Or Omicron will be a non event &amp; the rebels made the right call.

As I said, a week's a long time in politics."
BarristersHorse,Lincolnshire,"4. A week's a long time in politics and as the Omicron variant takes hold, their arguments for liberty become less potent, less attractive. Being as free as a bird matters little if you're confined to bed, too ill to venture out."
AsukaSuzuki360,"Florida, USA","@n3on_f0x_Art Bruh... Lalafells are involved in politics in FFXIV. For being a small people, they are some of the most influential (and a few are some of the most scummy) people in FFXIV.

Smh My God..."
3rdBestTyler,"Winnipeg, Manitoba",@TimJHiebert @PonchPeg People seem to be mixing politics with the science. And I wish there was an actual solution for all of this better than vaccines.
REIT_Tweets,"Toronto, Canada","@profgalloway Had she been a man the read on her would have been totally different. Women in politics get picked apart and eviscerated. Whether I agree with her politics or not, she didn’t get a fair shake because she’s a woman. Let’s hope that changes."
VitamnZebra,Philadelphia,@_Kinimaka_ @IvoryCrickett @libsoftiktok My point is your identity politics is keeping you from being logical here. We're talking america because the person in the video is an african american. If we were to extend the horrible things white people across the world have done it gets much worse.
olemissliberal,"Mississippi, USA",Appeals court wary of Trump's arguments for throwing out House subpoena of his financial docs #SmartNews  https://t.co/fvJPTDVNtm
cyframes,"Oregon, USA","i love ezlux, i simply think that ezreal should have to watch lux get married to someone else because of politics and ideally attend the wedding too"
POmi7798, USA,@thechaosdrag0n @digableplanetes @Forbes Russia where press Freedom barley exists. Biden seems to want to lose the midterms as well with unpopular moves like this. Seems like you should gear up for Trump 2024. American politics is a pendulum and it swings faster when you suck.
AIIAmericanGirI,Wisconsin,Biden senior adviser for migration leaving the White House https://t.co/1b0l0LtWuW @FoxNews
jhonnybigbone,Maryland,"""Powerpoint Coup Plot”: Explosive Evidence Revealed From Trump’s Top Aide https://t.co/tzSfckeT6X"
PERsisterER,"New Jersey, USA",Two Jan. 6 Organizers Are Coming Forward and Naming Names: ‘We’re Turning It All Over’ https://t.co/kdcEBYw9KI via @RollingStone
RobbiePHannan,Australia,"@AngryNana4 @Chewy565 @AdyLady9969 @AlboMP Agree. I'm thinking of sending it off to my ex mother in law. She knows my politics but I've never actively sent her stuff. She belongs to Probus. If the word got around those groups it would be great. She was a Lib voter, heavens knows why, but admires Dan. She'd HATE the card."
SlawekWojtowicz,"Santa Cruz, CA",US warns hundreds of millions of devices at risk from newly revealed software vulnerability https://t.co/qOnBcZml0c
RealDJones2,"Illinois, USA","@coach_kesha FACTS on FACTS on FACTS.  Coaches do indeed hate on kids.  They have favorites and especially at the JV and Frosh level they are subject to politics, having to favor kids who the JV and Varsity Coach like or want to see get PT.  Believe That!"
hotaine,Boston,HotaineNet Trending: Trump drops nomination of Rep. John Ratcliffe as intelligence chief  https://t.co/ahHEjDP5qy
charliesey60,"Davie, FL",A better way to restore faith is to convince Trump and wake up Garland.  https://t.co/vheH2i1bUK
hunterw,"Washington, DC","""Keep up the good work,” Gosar said, according to Stockton. “Everybody’s seen what you’re doing.” https://t.co/zN7Jkt0XVq"
retiredfirstsgt,Perth Amboy NJ,"Fact check: Several news outlets inaccurately reported key detail of Meadows story about Trump and protesters  Who cares. If it is bad news and gives the panel more ammo to get trump and his cronies the better. Trump&amp; his admin all need the big needle.

https://t.co/SJILQru2mQ"
Bassmaster12,Tennessee,Exclusive — Poll: Trump-Backed David Perdue Takes Commanding Lead Over Georgia Gov. Brian Kemp in Primary https://t.co/2zDZjDJ9Mi via @BreitbartNews
Robinsm86398738,"Maryland, USA","Biden admin admits it left hundreds more US citizens behind in Afghanistan after chaotic withdrawal

https://t.co/cjH7o8GACW"
Chris_1791,"Philadelphia PA, USA",Biden senior adviser for migration leaving the White House https://t.co/oTSFONa8wC via @foxnews
StevePratico,"SF Bay Area, Ca.","GOP Sen. Marshall say administration should acknowledge 'natural immunity' to COVID-19, 'be honest' https://t.co/evmGcCCh0T via @JustTheNews 

Of course they should. That would be the ethical, honest thing to do. #TeamBiden will never admit it."
josephwrio,Connecticut,"@drprops @jasonintrator @nytimes If you don't see the left engaging in every item on the list except the first you either are unfamiliar with current American politics, or use a very limited definition of ""left"". Fascism has policies that appeal to both camps: the right on nationalism and immigration issues, the"
AIIAmericanGirI,Wisconsin,USA Today Columnist: Allowing Noncitizens to Vote Is 'Smart Policy' https://t.co/DSnZFTzcNv @BreitbartNews
hunterw,"Washington, DC",Jan. 6 rally organizers Dustin Stockton and Jennifer Lynn Lawrence are going on record with their allegation that Paul Gosar floated the possibility of a pardon to encourage their protests against the election. https://t.co/zN7Jkt0XVq
saddamscribe,San Antonio,"Jan. 6 panel votes Meadows in contempt, details texts from Trump allies who asked him to call off Capitol mob. ‘Mark, the president needs to tell people in the Capitol to go home … this is hurting all of us … he is destroying his legacy.’ Laura Ingraham. https://t.co/sY4luBZ6AH"
themikeyriot,"Pennsylvania, USA","@AJEnglish I just love all the catfish trolls spamming the thread; kinda like politics, except they're not quite as full of shit..."
Robinsm86398738,"Maryland, USA",Organizers of Jan. 6 rally sue Verizon to prevent cellphone records release https://t.co/Y0x7qlV1YM #FoxBusiness
SeanWoods12,New York,Two Jan. 6 Organizers Are Coming Forward and Naming Names: ‘We’re Turning It All Over’ https://t.co/xGceCCOiZq via @RollingStone
queerBengali,"Portland, OR","Like I get how average voter doesn’t get that. 

But you on the internet trashing Biden should minimally pay attention to other issues in politics."
auntyfudge,Australia,Show me the money: Auditor-General demands answers on future fund fate https://t.co/8d0WtDrUap via @InQldMedia
MEUonamission,,"Fraud @RandPaul
Who doesn't give three 💩💩💩's about his people all of a sudden wants aid for the tornado damage. My...my...is it for him to steal? 
#Crook
#Loser
#Fraud

https://t.co/mp9AlKDHRQ"
imranigra,"Long Island, New York, USA",@brucebarket @NassauGOP #LongIsland The Republican Party should seriously strategize to make @RepLeeZeldin our next Governor. New Yorkers have had enough of failed &amp; corrupt politics of Democrats. ‘Tie the season…….of change of guess in Albany.
ChurchSecurityI,"Virginia Beach, VA","When Dem's controlled legislature, Northam signed series of gun-violence measures,  included bills to require background checks on all gun sales, to restore Va’s restriction on handgun purchase to one mo, bar possession of gun subject to protective orders.
https://t.co/Fazo8nUYuF"
obama4ever66,"Malibu, CA","January 6 panel unveils text messages to Meadows from Don Jr. and Fox hosts as contempt charge advances
https://t.co/VEPT7bXr1g"
jakeakins7,"Indianapolis, IN",You know you are into politics to much when one of the reindeer’s name is Nixon instead of Dixon
PatricioBoyer,"Davidson, NC","This is repellent. We shouldn’t be surprised when the world perceives us as a murderous, self-serving nation. https://t.co/sNuZyO7CvA"
Cwhitaker33,Arkansas,"This is the America we need back! No Politics, No BS, No matter what color we are let’s get back to doin what’s good like this Guy has done!!!! https://t.co/JZUzADwi8o"
TKDGirl307,"Sterling, IL",@AllieGoebert @AnaMardoll But she’s right. That’s exactly what I mean by avoiding politics. Keep your head down to save face and avoid the fight because it’s not worth it to lose people you love or need be it business or family. 🤷🏽‍♀️ maybe that’s why I am always the middle / peacemaker
Ga21Renee,Atlanta,"TFG might think he and his people like Meadows are a big deal, but the federal government, (which they are no longer a part of) is an even bigger deal. 

He can't give former employees orders and he has no executive privilege.

#MeadowsCriminalContempt
https://t.co/vx7eUDcAXr"
InSpiteOfTrump,United States,Officials: Virginia state agency hit with ransomware attack https://t.co/HXEJpsadw9
HalMarshall2309,"Texas, USA",“ ‘His former colleagues singling him out for criminal prosecution because he wouldn’t answer questions about what he knows about a brutal attack on our democracy. That’s his legacy.’ ” https://t.co/qjpfemhl22
CheetahPizzas,"Lake Arrowhead, California","@ryanobles #America.
#WashingtonDC: #Capitol: #NationalGuard: Blocked.

#January5th.

#Pentagon Ordered #NationalGuard to Stand Down.

#Americas could have been #beheading #Americans
     and #NationalGuard
    was FORBIDDEN to #FirstRespond.

@Lawrence @Maddow.https://t.co/AC5smRw6e0"
drtuck1,"Saratoga Springs, NY","@joncoopertweets Not really, we agree not to talk politics, if one starts we end the convo quickly. There is a modern day civil war taking g place at the kitchen table. Bad for the family."
DLCC,"Washington, DC","We knew it was coming -- a windfall of anti-abortion legislation that turns private citizens into vigilantes and puts bounties on repro health providers.
https://t.co/TzZevmtLIz"
atumpkins11,Somewhere USA,"@TaiDecker @wtfjhtagain @Vickie627 @_Kel_Varnsen_ @417craig @chrisg409ubc @medwoman1 @najjar_richard @PoliticsPot @Lastplace_champ @StrokeyStratfo1 @ahrehead @TeekeeMon @mathmomma24 @PaulStetson13 @thedemorats @RickySi16087724 @JDW714 @r0xie_f0x @ConcernedinPV @RAGINxCAJUN @henriziolkowski @Brian_Alford @giddy_bunny @TheOldPoet @Emma34770971 @ziggystardad @Patrici76267702 @Rocket_1981 @Merry_Hippie @1Quetzalcoatl1 @Renzics @Forseti_Pazzo @Sinner_Lilith @ziggystardad7 @MamaLouies @MistressRedWasp @LadyOfTheOcean1 @JdubAndrew @theresapelegano @JonSmith922 @psfnyc5 @hoare1234 @JenCages @Punished_Kek @TaoOfCats @22CB22CB @BSHerrle @LHudson Is this not you: “A right-wing protester, he has previously been arrested on charges of making terrorist threats.” https://t.co/HCsakqTxjX"
louagb,"Washington, USA","@seanhannity told Mark Meadows that January 6th attack was bad. Trump should stop it. 

https://t.co/rXtA1r4wyg"
outrageousg,USA,Jan. 6 Committee Recommends Contempt Charge for Meadows https://t.co/I5vfQSHkVP
pollyannathibo1,Texas,@bgred_politics @OldSoul3333 @MuellerSheWrote of course my senator @JohnCornyn is complaining about the build back better bill. and @SenTedCruz  is complaining about the border crisis again.
InSpiteOfTrump,United States,Newsom says he will use Texas abortion law tactics to restrict assault weapons https://t.co/glA8uBQYJs
Lvke_01,"North Chicago, IL","@AmanitheTender1 @pixburghgrrl @FGeorgeIII @LizInTheB @AP Thank you for letting me know you’re in fact not from America and have no clue how our politics work. 
That was all trump. 

Biden’s administration has gotten more than 2/3 of the country vaccinated. 
Why no lockdown? Because states have rights, and republican states didn’t wanna"
kat_blaque,"Los Angeles, CA","Some of y'all were willing to trash republicans for sexual violence but then  you'll draw the line at a left-leaning person Being accused of the same. Your agenda is so obvious and shameful. People are traumatizing harmed regardless and that should be your focus, not politics."
cookie_rae,"Portland, Oregon ","OMG, @MichaelLWhite and his sister debating all the routine topics: politics, feminism, and the latest action movies. 👀 

Bring your popcorn 🍿"
bingomaxwell,"Algonquin, IL USA","Jan. 6 committee votes to recommend Mark Meadows for prosecution

https://t.co/48Gs5jd5Qq
This is nothing more than a witch hunt reminds me of the disgusting bogus investigations on President Trump by Democrats and Rinos. #LetsGoBrandon"
