user,location,tweet
FujiDen_US,"Long Beach, CA","I just joined the @KoiiNetwork Web3 economy. Pay attention with us, the future is now!  KOII: sIn2p7-nTdL2KrE2K87TXydrwS9fDO8tO-rF6mNWjhc"
OldMan2150,"Anytown, USA","@IliasVancity @TurkishFacts4U Ambassadors were nearly persona non grata, but US &amp; EU backed down hastily. The hot money has flown out of Turkey, so threats of “destroying Turkey’s economy” don’t really work anymore. It’s increasingly export based, not propped up by foreign speculators.
https://t.co/kHurxGnE7U"
Chaotic_Heart28,"Louisiana, USA",I know ppl hated #Trump because or covid-19 &amp; how he talks but at least under him things were cheaper &amp; we could afford things but under #Biden everything has gone to shit. Biden will do more damage to the US economy &amp; its people then the last 5 presidents.
CharlieHodgesIA,"Urbandale, IA","Great - more Essential Service Cuts from @IAGovernor and pals. 

BTW, Iowa ranking drops from ‘19 to ‘21:
-Overall: 16th-&gt;20th
-Economy: 13th-&gt;26th
-Business Friendliness: 24th-&gt;34th
-Education: 17th-&gt;20th
-Workforce: 34th-&gt;37th
-Infrastructure: 32nd-&gt;35th
https://t.co/gxEUzWF3be https://t.co/7pzvR3LLIe"
QuorumCall,USA,Graham: Build Back Better Will Be Death Blow To Our Economy https://t.co/jgW7YCBwqp
hackerswagger,Nashville TN,"Using a natural disaster to push your political agenda isn't a good look. It's a free market economy, work elsewhere if you don't like what a company is doing. I wonder how many people tweeting angrily still use Amazon prime 😆 https://t.co/1Jd2j5mXqh"
HurricaneMomo,Oregon,I would also add that there’s an assumption that everyone who can’t pay off their loans got a degree that’s not seen as practical for capitalism because we’ve turned college into a tool of the economy instead of a place of learning https://t.co/Mzuby5K4Ep
xWatts23,Key West,@OaklandInHouse @artbailey97 @ruthumstweets @sfchronicle 🤣 Wow. So righteous. Largest economy due to over-population. Bravo! Half can't even afford cost of living. So righteous that unions didn't allow night shifts during the biggest logistical bottleneck in history. So righteous you won't even allow freight trucks made before 2011.
KPHouston24,"Houston, TX",@elerianm @bopinion Economy already slowing down. Bond markets already signaling a slowdown next year. Tightening too fast into these conditions can be worse.
ThrottleJockey6,"Seattle, WA","@SusanBorn4 @buffaloon @LeaderMcConnell @POTUS @GovAndyBeshear Every state will benefit from BBB including Kentucky. To McTurtle it's all about not letting Biden get a win for the American people, even if his agenda is good for the nation and the economy. Mitch doesn't care about any of that"
ASPertierra,"Madison, Wisconsin","@JohnTobin22 I really like Braudel's framework of capitalistic mechanisms (present on and off in specific sectors of the economy through history) vs Capitalism as a system.

In general, a chronic problem is that few seem to want to actually define capitalism aside from the Marxists"
MARS309,"San Jose, CA","@ChinaDaily China has figured out Market economy under Marxist thought . Here a ' theory' , create a Marxist economy that makes everyone equal in wealth , happiness, and lack of want ."
LiberalJaxx,"Texas, USA","@BaconBacon1969 His accomplishments: giving billionaires tax cuts and killing more Americans than any war that we’ve participated in since our “history” began. Those are his ONLY accomplishments. Oh, year….tanking our economy and did I mention….killing off his own supporters?"
bluRayRay,"Uptown, Chicago",America is currently at 7% inflation. Which means you need a 10% annual return on your money just to keep up. Let alone make profits. Investing isn’t even enough anymore. Saving money &amp; not investing it is essentially like spending it at this point #finance #economy #Inflation
NateHogg216,Arkansas,@Tallulahs_Ghost @MCPinFAY We aren’t apologizing. Just helping you understand how economics work. You’d think with all of these phd’s there would be a lot more understanding of the economy.
2020_Vision_,United States,@BuckSexton Mr. Sexton knows as much about the economy as he knows about mask and vaccines. #DunningKrugerEffect
JournalNow,"Winston-Salem, N.C.",Price increases in the housing market have been one of the major stories of the economy since the start of the pandemic. One of the key factors behind rising housing costs has been insufficient supply. https://t.co/W5zSGOGPEc
RBAngryCommie,"St. Louis, Missouri","But this socialization of labor goes beyond a single factory: capitalism seeks to mix and make homogenous labor across the economy. This is because the more homogenous labor becomes, the easier it is to replace an individual worker and therefore discipline the labor force."
elerianm,USA,"Posted earlier and ahead of tomorrow's PPI and Wednesday's outcome of the #FOMC:

Some thoughts on why the #FederalReserve should go beyond what many are calling for (that is a doubling of its taper)

https://t.co/fPONSADeVK

#economy #fed #inflation @bopinion #taper #EconTwitter"
realmethod41,U.S.A.,Do You Think #China Can Combine A Communist #Government With Some Elements Of A Free Market Economy? https://t.co/3emtZen6l1 #communism #freemarket #freedom #humanity #usa
Delana27235502,"In the woods, USA",Liberal Strategist: Democrats Should Mimic Donald Trump‘s Policies https://t.co/fUmKQDaD1z via @BreitbartNews
DeerwoodRealty,"St Louis, MO",This is not political...govt spending has been obscene since at least 2nd Bush...”experts” are wrong Inflation will crush the poor and working poor first and move up..Why inflation can actually be good for everyday Americans and bad for rich people - CNN https://t.co/IfxvAx3LqY
Kyle42105558,"Iowa, USA",@Jim_Jordan Republicans wreck the economy and democrats have to fix it. I'm old enough to remember watching this show multiple times
JohnBrown1858,"Cedar City, UT","@tomkehoehenrys1 @ClayTravis @ArmandoSalguero #2 in the country. And you're defending it. Hilarious. ""Sacrifice grandma for the economy!"""
Jiko_wave,"Salt Lake City, UT","I think it would be good for the economy if I released a cassette, CD, vinyl, etc."
JavierVallin3,U.S.A,@mikealfred California is still the 5th largest economy in the World and Los Angeles and San Francisco are the reasons for it. That's all I'm saying.
shailja_s,chicago,#India’s economy has declined for 13 straight quarters and 5 crore more people are out of work! A clear eyed assessment of the #Modieffect. @Aakar__Patel @KaranThapar_TTP. Targeting minorities is the only policy.  https://t.co/Fpdr1jdVWC via @thewire_in
Insurrectionco,"New York, NY","@aaronnarraph @brianvan Brian it has nothing to do with obstinacy of people ideologically vowing to stay home or not vote D over student debt. 45m Americans have student loans, restarting payments during COVID will harm the overall economy, kill confidence in the future, and demoralize D-leaning turnout"
Ant95four,"Hollywood, FL ",@GhostUnit07 @xmarquise32 @l_henderson02 @DomSheldon_FCC @Forbes With the economy starting to thrive again.....as soon as that inflation settle we'll be good. Elections are always about the economy. I know yall praying we lose the house and senate.....and that's OK
GACCWest,"California, USA","Being one of the largest emission producers globally, the US now strives for a Clean Energy Economy. What goals does Biden plan to achieve with the executive orders he signed on 12/8/2021? ♻️

Read the entire article here: https://t.co/EBcGpPi8RE"
KotasanVRCHAT,"Kentucky, USA","@froggneal @zntucker @VincentBlacksh6 @queercrip america is not even 100% capitalism we are a mixed economy, russia is a developing mixed economy as well"
WMDz,"Oakland, CA","@Bob21587443 @BillOReilly 1) US was energy independent under Obama.
2) He gave Trump record breaking months of job increases.
3) He handed a recovered economy, &amp; Trump gave Wall Street/corps unnecessary tax breaks to artificially boost the economy, helping nobody else.
4)Trump ruined it w/ Covid response."
AndrewRantAG,Nomad,The fact that the Biden admin didn’t understand that putting too much money into economy chasing the same amount of goods would spark runaway inflation speaks volumes.
SlackerViking,"Long Island, NY","@TADAutistic89 So, first of all, a huge chunk of borrowers (hi) are folks who are middle class and would use the money for things like buying homes and having children, objectively things our economy needs in order to function.

And yes, interest rates going to 0 would be something."
neilsiler,San Antonio TX,"@SenWarren Government prints and dumps trillions into the economy. Economy gives a lot of that money to Tesla. Government wants that money back. ""wait, he's not supposed to have that much!"" Like wtf make up your mind, maybe he shouldn't get it all to begin with??"
Adsankey,"Hoover, Alabama","The number of Americans filing initial jobless claims unexpectedly fell to the lowest level in 52 years, faring much better than economists were expecting. Forbes has the details. #economy #employment https://t.co/1pHMxYAJWz"
rose07611960,"Alberta, Canada","@JaroGiesbrecht @PierrePoilievre If you don’t understand how $10 daycare will be good for our economy, our GDP, and Canada in general you are not qualified to be in power."
heraclesreborn,America,@NRO The 7 TRILLION dollar debt added during the Trump presidency has been a terrible weight on the economy but you don't talk about that....
puddycatclub,dorval,@nationalpost Should be worried about the economy and inflation only . Anything else can wait . That is for all Canadains want from a Canadains government . You think 🤔
RubyRedApples1,Australia,"I see this happen in my field where waste management has become recycling has become resource recovery has become the circular economy, and yet the underlying problem remains the same (in fact worsening)."
katchley1223,"Michigan, USA","@GovWhitmer 
Talking economy makes you sound like DeSantis &amp; Abbott. Auto insurance sounds like a pet project. We are dying at unacceptable rates. #2 death rates in US. How many ways do I have to say this. The internet is easy &amp; helpful-this is not sarcasm—HELP."
WAlfster,Toronto,When are tax revenues crater and our economy is destroyed I want your salary cut in half first. Might want to check data genius most cases coming from schools with highest recovery rate. WTF hires these Drs? https://t.co/tCQxb49kFq
AANiffenegger,Chicago,"@Scootmeister The system is very broken. Loan forgiveness would spur an upswing in the economy, which would benefit a lot of people who did have to pay off their loans."
kimleonard,01801 & 04009,"@ImSpeaking13 They don’t know about it. I kept checking in on Fox… saw Fauci and Atlas, the plight of young people in this economy, lots and lots of non-Meadows news."
Reroot_Flyover,"Columbus, Ohio","@mastaprincess @SydSteyerhart He cannot simultaneously say “the economy is good, inflation is transitory and people have more money thanks to stimulus and thus aren’t feeling it and unemployment is cratering” and follow with “but we need to continue suspending loan repayments because people are squeezed”."
failingempirepr,"Lansing, MI","@JoeJanzen3 @fastbooks2u1 @datfreakyderp @profwolff These people who possess the monopoly on capital (materials, land, ip, etc) are call capitalists. Capitalists are the penultimate middle men of our economy. If workers took home the full value of their work it would be workers who fund businesses. 3/x"
extreme_knowhow,Miami,Collapse of the Afghan economy has created a rush-for-survival among skilled workers. #afghanistan #fragilestates #taliban https://t.co/otsZKSRDNp
ThinkMoreAlways,USA,"@GOPLeader This is absurdly false Republican propaganda -- GROSSLY false and misleading. If ever there was FAKE NEWS, this is it. Meanwhile, back in REALITY, the economy is recovering very strongly from the epidemic."
schawla13,Earth,"@sunandavashisht Reviving Kashi is gr8!
But exulting on Kashi Temple corridor when d economy &amp; people's livelihoods r in doldrums sounds like pulling wool over ppl's eyes.
Ppl shud thank him 4 Kashi, also question him on GDP, why prices are going thru the roof, &amp; where the promised 2 cr jobs are!"
mazzmcp,Australia ,"@PlayContra Wring hands, platitudes, open it up it's the economy. With old AZ vacc and omicron questionable in the most vulnerable cohort, ie the over 60's, it could be kiss your arse goodbye for many. They've had the excuse of everyone vaccinated .... then forget about it"
Tiffpm67,Ohio,"@senrobportman Voted FOR Trillions in debt for tax cuts for Corporations/Billionaires. Helping average Americans is a No! 
17 Nobel Prize economists wrote a letter affirming that the Build Back Better Act would reduce longer-term inflationary pressures in the economy."
AFinLA,"Los Angeles, CA, USA","""I think that our financial system needs to do better in serving the interests of regular Americans and American businesses, and the American economy and the real economy.""
I see why the banks flipped out over her possible appointment
😡😡😡😡😡
https://t.co/R4x0GZ0zJo"
A1ex_M2,United States,@JoeBiden Who is going to pay for it? Where are you going to get the money? Debt tank the economy?
tanoaksam,"St Paul, MN","Thoughts and prayers go out to the families of the warehouse workers whose lives were ended by a corporation. Yep, thoughts and prayers, and that’s about it, because they were contractors in the gig economy so the corporation owes them nothing."
ZennieAAbraham,"Oakland, CA","Portland’s economy lagging behind the rest of Oregon | The Story (full show) | Dec. 13, 2021 https://t.co/zMLoS4ell6"
thefactualprep,"Boston, MA",the national debt and inflation are very real. the $2k trumpbux could’ve overheated the economy and that’s genuinely bad.
honestly_PollyO,United States,I was just told by @FedEx since the company I ordered from chose Economy Ground Shipping I could not file a complaint about them never showing up and saying they did wow.
DoctorEllwanger,"Houston, TX","So sad that having been ""raised by a single mom"" is a mark of moral credibility. Only in the bizarre academic economy of grievance and virtue. https://t.co/m7iOhsocz1"
pdonutsmack,Boston,"On establishing specious credibility, politicians like @SenWarren extract values from others by promoting spurious ideas that undermine or attack value producers and competitive values. Then blame their victims for destroying the economy. https://t.co/KykhA43NAp"
LlcBillionaire,"New York, USA","Biden’s biggest challenges in 2022? Convincing Americans ‘the United States is on the right track,’ winning the economy battle, analysts say. $SPY $QQQ $DJIA https://t.co/jY6nMtjUyt"
RUKnightGuy,The Garden State,@KevinBr37491948 @EmeryvilleMatty @JoeBiden Obama didn't raise corporate taxes.  He raised taxes on income above $400k. The economy boomed and there was no inflation.  Try again.
WSJecon,"Washington, D.C.","By standing still, the Fed’s policy has provided more stimulus to the U.S. economy this year https://t.co/9HIL2uao3x"
rslake1,"Bethesda, MD","@TrumpWarRoom Under Trump’s watch, he allowed our small oil producers to be ran out of business by his friends in Saudi Arabia and Russia.  This coupled with Biden’s  massive job growth and a robust economy is causing painful gas prices!"
brobslady,Pennsylvania,"@peck_kraig @BetteMidler @joy_wilder On average, McDonalds makes $75 million revenue in a day! With a turn over of $27 billion annually, it is the 90th largest economy in the world! I'd say they could afford it... and SHOULD pay more than min wage. Sheetz does &amp; gives bonuses &amp; they're nowhere near as successful 💯"
meltingpotlover,"New York, USA","@PosterTubs @BasedSouthern99 @JonTesterFan2 Lmao this has to be a troll, the TCJA was polling at 35-65, people liked that the economy was doing well and that’s about it, specific trump policies polled one by one did horrid"
FloLake,NC ,"Charles R. Morris, Iconoclastic Author on Economics, Dies at 82 https://t.co/euRWdQRRlF"
SamPetetti,"Henderson, NV","@DavidSacks We know where this ends up. 

Higher sustained inflation. Higher rates to slow the economy. Lower stock market cycle. 

When does it start… it has. IMO 

When does it end? 2024. In November to be specific."
SJGulitti,"New York, NY",Bank of America chief says consumers spending 'at a faster rate' than he's ever seen https://t.co/Bb0tKVKyas
Nash076,"Charleston, SC","Because up and down the economy, companies are pressed for workers. They're facing shortfalls and losing money.

And instead of valuing the ones who remain with them, they're squeezing. https://t.co/xke5Seqg3X"
brobslady,Pennsylvania,"@PRM13001813 @BetteMidler On average, McDonalds makes $75 million revenue in a day! With a turn over of $27 billion annually, it is the 90th largest economy in the world!"
YellowDogYankee,"Georgia, USA","@IkeIrby46 @VP Puullleeze use your access to connect the dots: what admin is doing, what they can't control (oil prices, DOJ, global inflation, SCOTUS.) Too many haven't a clue how gov't and economy work. Dems must educate them."
tySajdak,"Grand Rapids, MI","Car dependency is bad for your health, for your finances, for your city’s finances, bad for the economy. It’s just bad all around. https://t.co/qKgeGqKRY3"
JohnKevinLucke1,United States,"CBO finds spending plan would add $3,000,000,000,000 to deficit even after 'gimmicks' stripped out https://t.co/klvhnyWl1F via @nypost #CBO #BuildBackBetter #Bidenflation #Senate  #JoeManchin #DemocratsDeliver #democrats #deficit #economy"
RealCryptOGene,Mars ,"@ChartChampions I don't follow any of those but honestly, using other factors in the global economy to shit on people thaT had some balls to call a direction (up/down) is pretty lame and opportunistic

How in the world would these guys know about Omicron, tapering, interest rates hike etc?"
SeekingAlpha,"New York, NY",$INMD - Why InMode Looks Good After Falling From $100. https://t.co/aSdrUeUSiL #markets #economy #trading
AnotherFlower,"Conway, AR",@CNBC We need to develop a post growth economy and bring democracy into the workplace
MastrJedi,"Wichita Falls, Tx.","@IngrahamAngle @Mediaite Price gouging is a core value of corporate America. Oil &amp; Gas is Republican thru and thru and do not put sabotage of the economy past them. Food processors do not want any regulations, they support GOP policies, being large donors to them."
Hij8O2,"New Jersey, USA","@AllIsFreeForMe @UserLeftBlank @MikeBilledeaux @Indiawaltonbflo No they don’t? It’s literally hurting the economy by trapping entire generations in debt. It only slows the economy, and once the older generations die out, nobody will have money to buy all their assets like homes. All negatives.

https://t.co/ak41OsIK31

https://t.co/gOqGQ69Pir"
xauriel,"Saskatchewan, Canada","Everyone is speculating about what the Evergrande default means for the Chinese economy and government regime, and here's me over here going ""there is not even a remote chance that the rest of the global economy is going to be in any way insulated from the fallout of this"""
lmtimes,"Nokomis, Saskatchewan",Pls Like &amp; Share - #Featured #FraserInstitute #Economy Canadian generosity hits lowest point in 20 years https://t.co/jDPnERX3Aw Like &amp; Share
MikeGailKing34,"Georgia, USA","@KamalaHarris They aren’t good economists any longer, quit trying to hurt the American economy! Delete the bill!"
TADAutistic89,"Brooklyn, NY","@SlackerViking Canceling Student debt is a really bad way to stimulate the economy for the cost.

Making interest rates 0, is probably the least harm solution to the problem"
markets,New York,"What could possibly go wrong next year? From new Covid variants to faster Fed rate hikes, here are the biggest economic risks https://t.co/TbtRDcf0qp"
barbaylive,USA!,"Wow! #TDS in full swing!

Angry over a deteriorating #economy, inflation and diminished quality of life.....Vein bulging🤪 DEMS turn their Hate🔥🔥🔥 toward.......

 ...TRUMP??  😲 

 omg!  Get it checked!!!"
eesquid,Canada,Warfare has changed.   Our economy was crippled by an idea not a bomb.  Our corrupt weak leaders enforce it rather than fight it.  Those that wish to fight it have been effectively eliminated.
Darst_GT,"Kentucky, USA","@TheDemocrats Such a “bold face lie”! The actual Biden Boom is no more than a slow COVID-19 recovery. So this animated graph is just a feel good inspiration to make some idiot feel good inside. Just focus on making the economy better for ordinary people. Keep inflation down, stop the lies."
schawla13,Earth,"@VipulMe24848633 @ThinkerMurali @ArushTandon @DominicPrasanna Just govern the country well in areas that really matter - economy, jobs, prices.
His focus on emotive issues is designed to turn the focus away from the critical issues"
EINSoftwareNews,"Washington, D.C.",SAP Releases Software to Support Circular Economy https://t.co/fiQzVb5Euw
simonowens,"Washington, DC","Was Randy Cassingham the first member of the Creator Economy?

https://t.co/Vnx3X0kbch"
keithunbothered,"Baltimore, MD","@AnneNotation @Forbes How about no.

Just wipe the student debt slate clean. 
Change lives for the better.
Unburden the people.
They then have more money to spend/invest in the economy."
USC,"Los Angeles, CA","This USC professor says @BTS_twt drew a global crowd to our home here in LA, something that hasn't been done since The Beatles came decades ago! ✌️ #BTS #BTSArmy  https://t.co/L8mQabS2kG"
Bulgakov_MnM,"Portland, Oregon","@mtgilchrist @Massawyrm @silaslesnick As much as I need student debt to be eliminated, and believe that it would actually help the economy, it's nice to have a leader who doesn't believe that he is an all powerful avatar of right, no matter how much crazy comes out of his mouth."
stunningham_,"Cleveland, OH","“why would we stimulate the economy and help lots of people through a simple, universal program when we could make needlessly complicated rules that help fewer people while also creating a huge administrative burden for the federal govt?”"
PCDoctor_Kam,Kamloops BC Canada,A bidding war is ongoing between two of Nigeria’s biggest telecommunication companies and a little known firm over a 5G license in Africa’s largest economy https://t.co/undMoMHb1g @business
ranjitdighe,"Oswego, New York","Some rare good news: A bill to reduce inflation by cracking down on the ocean-shipping cartel passes the House near-unanimously.

https://t.co/2yweG489en"
RegattaResMonMg,"METAIRIE, LA","The number of Americans filing initial jobless claims unexpectedly fell to the lowest level in 52 years, faring much better than economists were expecting. Forbes has the details. #economy #employment https://t.co/dsIuqFqdAx"
drbennett66,Los Angeles,"The number of Americans filing initial jobless claims unexpectedly fell to the lowest level in 52 years, faring much better than economists were expecting. Forbes has the details. #economy #employment https://t.co/N3WQ8ej4w0"
7N7420,"Ontario, Canada","@SuzyGx9x I know this is frustrating for people but these permits cost a lot of money &amp; that money goes to the local economy, as does the kill in most cases. A high % of the animals are problem animals that need to be killed."
Dlw20161950,"Texas, USA",Poll: Most Americans Say Economy Is Getting Worse and Inflation Is a ‘Very Serious’ Problem https://t.co/DETa1Zbxq0
ClarkTCarlton,"Los Angeles, CA",@Sen_JoeManchin What are you doing to bring jobs outside of coal mining to West Virginia?  Why aren't you working to make W.V. the center of the green economy?  When will you tell your constituency that coal is over for their own sakes and everyone else's?
rawtruth,Earth,Locked inside on internet for over a year illuminated a lot of minds. https://t.co/CPJYyNX4dJ
expatnyker,Northeast Ohio,"@krystalball @expatnyker
Well, those people are obviously lying, since the White House tells us every day how Well the economy is doing."
mrickanderson,"New Orleans, LA",@ChallenWStewart @bamothertrucker @ChristianWVids Major corporations also are leaving the US for Mexico and India because of their lax regulation and poor treatment of workers. Would you say Mexico and India have a better economy for their people? I wouldn’t. Check out per capita GDP on those states. Big difference.
_brandongendron,"Massachusetts, USA",it’s also not the governments job to subsidize fuel for your gas guzzling SUV…drive something with better fuel economy if gas prices going up are that much of an issue to you https://t.co/EplRmj7AGs
yanaafox,"Los Angeles, CA","@Goofi25928751 @DepartmentOfBTC His family should be very rich now. The U.S. economy is number one. It’s a fact. I don’t think that homeless people have no money, but because they have been hit, they have no hope of life."
NoelVaz65398394,"Puerto Rico, USA","America's GDP is larger now than ever, but its communities are weaker and people poorer. Far from liberalizing t PRC, opening our respective economies pulled jobs away from the US and placed our economy at mercy of a despotic Chinese Communist Party
https://t.co/xq0AtNeIDG"
maxvanbel,"Los Angeles, New York ",I just subscribed to Creator Economy by Peter Yang https://t.co/6jE46pzF5T
ScottNover,"Ann Arbor, MI","Everyone talks about the Creator Economy.

Just as important will be the Creator, Our Lord— https://t.co/z1uMCwwBqU"
BeachAutomotive,Myrtle Beach South Carolina,#BeachQuickLaneBlog Drivers can save gas by discovering how several driving manners impact gas economy and by learning new methods to conserve fuel and cash. The level of gasoline your automobile uses varies greatly on how you operate it. https://t.co/8qHK6ZUBtV
toJamesConnor,"Los Angeles, CA","@PramilaJayapal Once again, the Senate proved that the filibuster isn't a thing. 

A simple majority vote prevented crashing the economy. 

Will a simple majority vote prevent crashing democracy?

Pass the #FreedomToVoteAct, @SenSchumer &amp; @SenateDems—including @Sen_JoeManchin &amp; @SenatorSinema."
KISHORMODI01,"New Jersey, USA","#KashiVishwanathDham
Greater tourist footfalls will help create more jobs &amp; income opportunities and will also boost local economy!
via NaMo App"
AntiNewDems,"Philadelphia, Chicago","Waiting for the vaccine was folly and cost the American economy trillions and trillions of dollars, livelihoods, addiction, fetal alcohol syndrome, depression, anxiety, learning loss, plunged 100 mil kids into poverty but I want my Fauci doll for Christmas."
DogOnTheRoof,Canada,"@poorlyhidden The dems can literally cancel it right now and are choosing not to, instead they're gonna take money meant for food and rent out of the economy and punish poor people. In an election year, during a pandemic lmao. 

This is an unforced error but the dems."
7N7420,"Ontario, Canada","@dev_decker Midterm: big loss for Dems.

2024: big loss for Dems.

It's all part of the plan. Can't keep the economy held together forever. As soon as they can punt it back to the GOP the oligarchs let the economy collapse. &amp; With all the Fascist powers we give Biden will hurt the world."
HeatherTCooley,"Columbus, OH",@kristenrchoi A profit-sharing agency? Partner-making agency? There are so many ways to imagine this as nursing moves toward the gig economy.
BloombergCA,Canada,The inflation wave that’s sweeping through the global economy is playing into an investment niche: farmland https://t.co/xtV3X4iQ5s
BellaBrakefield,"Twin Cities, Minnesota",@bothgoifriend Uber and the gig economy and the new American dream is being your own boss. Gotta put everything in one basket to make it successful.
GratefulJohn75,"Chesterfield, MO",@Jim_Jordan That because Clinton gave Bush a great economy and Budh screwed it up. Obama gave Trump a great economy and he screwed it up. Every single time the @GOP has any power they literally trash the country and DEMs have to come and fix it. This is the cycle for decades and decades
rjglassett,"Fair Lawn, NJ",@supesdolce @XanderGalbraith @jackcalifano Yes I agree.  Why did higher ed outpace the rest of the economy/inflation rate for 30 years and how do we stop that?  We need to answer that first before solving/resolving other debt issues.
BDubes82,Los Angeles,"@fools_gd there’s bias, and then there are facts. I’ve seen the last two Republican administrations totally wreck the economy and the last two democratic administrations come to clean it up, only to have republicans in congress try to sabotage the cleanup for pol gain. So no, not the same"
NcsVentures,"Atlanta, GA",Apple teams up with the Boys and Girls Club of Atlantic City to offer training that will diversify economy | Local News | #education | #technology | #training https://t.co/YBEGhVMddq
GregoryDEvans,United States,Apple teams up with the Boys and Girls Club of Atlantic City to offer training that will diversify economy | Local News | #education | #technology | #training https://t.co/XWRCt6OrB9
US_China_Menu,United States,Connectivity is key to improving job access and bringing economically dislocated communities into the global economy. https://t.co/dviPrEWtxi
Paul08113166,"Illinois, USA","@greeneslabtown @WalkingDead_AMC @GoGalaGames Do you not want to own, rent out, and be part of the owner of the game economy or just want the game company to be so and get all the profits?"
patniday,"Chicago, IL","Our dog boarding place is raising their rates 40% next year because of “the economy and labor costs”.

Joe Biden you have failed me and my beagle mix."
BobBertrandPHD, ILLinois,"@ic_lib @EShen42 @IRA_Darth_Aggie I just wish you weren't so easily flustered. We're not in a recession. We had one. Jobs came back, just not enough.

A side effect of labor force getting smaller is that unemployment decreases.

This is the weakest economy since 9/11."
BeaconEconomics,"Los Angeles, CA",Multiple factors are contributing to California's high jobless rate. https://t.co/qraj50WbkY
Anjani_Economy,"Salt Lake City, UT","Supreme God Kabir Sahib: The Father of All Souls - Jagat Guru Rampal Ji Maharaj 🌏🙏

#MissUniverse2021

Read more information visit https://t.co/v81GYcBmPH"
JusAire,"Brooklyn, NY",@capriSUNshine America’s economy depending on student loan debt that most people aren’t paying seems a bit exaggerated but I’m open to learning more
seattletimes,"Seattle, WA","Federal Reserve officials this week will quicken their wind-down of bond purchases and signal interest-rate liftoff in 2022, economists surveyed by Bloomberg said, heralding a historic policy pivot to counter the fastest inflation since the 1980s. https://t.co/FUA2wURmEo"
ChrisPacia,New Hampshire,@Tiggersdad2 @caroljsroth The money supply absolutely does not need to grow for the economy to grow. Prices can simply go down.
JusAire,"Brooklyn, NY","@capriSUNshine I’d love to read some more on that side of things if you have anything to share. The government threatens to shutdown all the time and we just raise the debt ceiling, I definitely don’t think there’s no way to cancel student loan debt and not destroy our economy"
NYCLee5,"Queens, New York ","@JeffJon71143575 @PAYthe_PIPER @KimbetheStylist @kimmarinesis @Gracie72091878 @JeMari81 @Marine124626185 @Bob93023415 @LuzMyBike @BladeRocco @procathy @badlady59 @PRESIDE28399984 @JoesNotPrez @fkurfeelings91 @dauschmo @ColorApril @ISafeyet You're welcome Jeff. Glad to you're off the land for a while to rest. Great having you on board.

How has Bidens destroyed economy affected farming etc..?"
abcnews,Australia,"#ANALYSIS: Christmas is coming, but two looming threats could be catastrophic for the economy — and our health https://t.co/ltDej00qsg"
Zerrick_Gerard,"Saint Petersburg, Florida ",Study: Hot Tampa Bay housing market getting overheated | https://t.co/EUS2LG476Z https://t.co/UmoYxEH9Iy
chang_pchang,new york city,"In Turkey, bread lines grow longer as inflation soars https://t.co/SslMLT8EEr via @AJEnglish"
ethicalfields,Australia,"“A circular economy offers a systemic and cost-effective approach to tackling this challenge.”

Know more about it: https://t.co/3XG9HZxUoq"
EV9999_Tarakian,"Chicago, IL",@BatasariTweets Last year 1 and half month pattindhi le. Ee sari USA lo lockdown pettaru ilane continue cheyyali lekapothe economy low aipoddhi. I don’t know about India…mostly Jan middle lo undochu 😬
itskevinblais,"Washington, DC",Paying back federal loans doesn’t help the economy an ounce! #CancelStudentDebt https://t.co/rgdrpIY58S
TexasTRepublic,"Texas, USA","2020 was great except for the Left's ""fiery but mostly peaceful"" protests leading up to the election, then the Plandemic.  I recall a booming economy, $1.52/gal gas and USA energy independence. 2021 has been entirely abysmal under the installed Biden Administration. https://t.co/2bdh8Q1JwX"
KamalaHarris,"Washington, DC","Seventeen Nobel Prize-winning economists wrote a letter affirming that the Build Back Better Act would reduce longer-term inflationary pressures in the economy.

Congressional Republicans are united against the bill."
Jeanett12810864,,@GOPChairwoman Yet Bidens polling is 49% overall Trump never got higher than 50% and that was with an economy he inherited from Obama I wonder why 🤔
VogonPoetrySlam,"Los Angeles, CA","@gouivandals @ILuv2Dance @SenWarren Not sure what source you'll accept, so here's a bunch.

https://t.co/MQ7SC0f3XK

https://t.co/oFJxAk92bS

https://t.co/GwiGlLiaTx

https://t.co/cr0qnKPTaM

https://t.co/O1ejPdeQ7f

https://t.co/TzhDoZKw16

https://t.co/3XywlPDEr2

https://t.co/auYthqOZ8Q

https://t.co/7KwehKIrxj"
weavertj,"Cincinnati, OH","@FiSurgi Weakest. Leader. In. History.  Buy gold. 

Some guys would rather tweet about the economy crashing 50 times a day than go to therapy."
rohit_bmw,United States,"Banks have tons of money due to the Fed, but it can't inject into the economy. So now the Fed might reduce liquidy. Inflation is rising and the Fed must take money out of the system. Dave Ellison: A Big Picture View Of The Financial Sector https://t.co/KibgNtdP8k"
CharlesLRushin1,Detroit MI,"Of course  government is concerned for your health and safety and they show it by destroying the economy and illegally as well as immorally stripping WTP of our God given rights over an unprovable fictitious virus with a 'so called' survival rate of over 99.997%,feel the love?"
SlackerViking,"Long Island, NY",@TADAutistic89 That money can go into the economy and trickle around instead of just circling the drain.
MADiSciullo,"Austin, TX","@DelicateDicker @180gramviny1 @budgorj1 @AndrewRCraig Russia had been lagging forever. They had more land, more population, and more natural resources than the U.S., and their economy at its peak was less than 30% of the U.S.'s."
